p,q,r,output
PersonX discontinues kissing PersonY's hands,don't thank persony,xAttr,0
PersonX seldomly asks PersonY to see,not unapproachable,xWant,0
PersonX hardly ever doesn't push PersonY on the ground,avoid a problem,oEffect,0
PersonX refuses to get out of PersonY's car,to report person x to their boss,oReact,0
PersonX avoids wanting to leave PersonY,make amends to personX,xReact,0
PersonX doesn't avoid a party.,to have lost interest in person y,xAttr,0
PersonX refuses to help PersonY with chores,breathes stale air,xEffect,0
PersonX never wants to see PersonY again.,tensed,xIntent,0
PersonY isn't unconvinced by PersonX to do otherwise,to be less nosy,xReact,0
PersonX on no condition doesn't call PersonY's friend,maintain job,xReact,0
PersonX avoids PersonX's son.,Argue with,xReact,0
PersonX doesn't bring no one,ask why the job stopped,xAttr,0
PersonX disagrees to PersonY agreement,strict,xNeed,0
PersonX avoids a fight,to return home,oReact,0
PersonX doesn't avoid PersonY's son.,confused that no one else saw the shark,xReact,0
PersonX stops talking.,not timid,xAttr,0
PersonX never gives it to PersonX's mother,Don't receive an explanation,xReact,0
PersonX doesn't undress PersonX,frustrated,xNeed,0
PersonX doesn't avoid PersonY.,hurt,xIntent,0
PersonX is barely having a yard sale,They don't have to go see the principal,oWant,0
PersonX avoids PersonY,has no debt,xNeed,0
PersonX doesn't do it without any help.,be asked to meet them,xAttr,0
PersonX not at all tells PersonY's story,to forget about leaving,oReact,0
PersonX refuses to drive down the street,put on a different outfit,xAttr,0
PersonX discourages PersonY.,Doesn't distance himself,xWant,0
PersonX doesn't let the other person fail,introverted,xReact,0
PersonX resists running toward PersonY,don't be free from a relationship,xAttr,0
PersonX never asks PersonY.,to take off the jacket,xReact,0
PersonX isn't unafraid of the water,annoyed,xReact,0
PersonX isn't ungrateful to everyone,explain why person y is making a mistake,xNeed,0
PersonX by no means doesn't go fishing with PersonY's father,to steal food,oReact,0
PersonX undos PersonY's function.,come up with an excuse to go home,xReact,0
PersonX doesn't disinvest PersonX's money,preoccupied,xReact,0
PersonX under no circumstances lets PersonY sleep,not angry,xEffect,0
PersonX hardly ever lifts PersonY's hands,to avoid X in the future,xReact,0
PersonX makes PersonX's mom unhappy,Don't thank personX,xAttr,0
PersonX avoids PersonY's eyes,go over the deed,xWant,0
PersonX doesn't oppose paying PersonY wages,to get closer to X,xNeed,0
PersonX never enters raffles,ditty,xWant,0
PersonX refuses PersonY's help.,safe,xIntent,0
PersonX doesn't dislike personY,ignored,xWant,0
PersonX avoids a fight with PersonY,not avoidant,xReact,0
PersonX never saw PersonY again,Don't forget the past,oReact,0
PersonX has trouble with getting new glasses,don't get a plan,xNeed,0
PersonX never gets a girlfriend,Scold by colleagues,xAttr,0
PersonX disjoins the army,cold,xWant,0
PersonX avoids buying a cake,don't practice often,xNeed,0
PersonX ceases taking care of PersonX's children,to reprimand person Y,xEffect,0
PersonX refuses to dance with PersonY.,self-assured,oWant,0
PersonX stops speaking to PersonX's wife,Like they don't have more options,xNeed,0
PersonX isn't under no circumstances in a car accident,to throw water on Y so that he will stop pestering him,xWant,0
PersonX denied there was a problem,beg and plead with X to change their mind,xWant,0
PersonX won nothing at the raffle,to be shy,xWant,0
PersonX rarely doesn't give PersonY some tips,self confident,xAttr,0
PersonX doesn't prevent PersonY from staying,intimidated,xIntent,0
PersonX resists lying next to PersonY,to get back at PersonY,xEffect,0
PersonX refuses to visit PersonY,not Lose,oWant,0
PersonX halts making decisions for PersonY,think about what to say about avoidance,xWant,0
PersonX refuses to help PersonY with chores,not to be involved with the farm,oWant,0
PersonX doesn't stop looking for PersonY,to do something,oReact,0
PersonX never doesn't wear PersonY's helmet,to cause trouble,xReact,0
PersonX avoids putting PersonY in the car,Doesn't cry out of despair,xReact,0
Person X doesn't detest and avoids person Y,to avoid a fight,xEffect,0
PersonX avoids PersonY's parents.,Gets avoid,oReact,0
PersonX would avoid PersonY,sad,xIntent,0
PersonX doesn't avoid PersonY.,avoid the agreement,oEffect,0
PersonX refuses to consider the article.,to move on,xAttr,0
PersonX doesn't ask PersonY nothing,financially inept,xAttr,0
PersonX wants to avoid time with PersonY.,a bad influence,xWant,0
PersonX is unmarried for 20 years,look at applicants,xNeed,0
PersonX gets a ride home without PersonY,To not break the law,xReact,0
PersonX avoids PersonY,appologizes to person y,xIntent,0
PersonX refuses to want PersonY to leave,not Organize,xAttr,0
PersonX doesn't stop accomplishing PersonY's work,frivolous,xReact,0
PersonX hardly ever doesn't cut the ribbon,dreams,xAttr,0
PersonX discontinues doing PersonY's research,puts away unpacked stuff,xIntent,0
PersonX stops before PersonY's room,not industrious,xReact,0
PersonX doesn't disown a farm,win the argument,xNeed,0
PersonX is at all the best gift PersonY had ever gotten,gets yelled at,xWant,0
PersonX has trouble with ringing PersonY's bell,don't run away,oEffect,0
PersonX no longer approaches PersonY's crush,to abuse persony,oWant,0
PersonX avoids PersonY,have a cat,oWant,0
PersonX no longer trains,preoccupied,xIntent,0
PersonX doesn't refuse to invite PersonY's girlfriend,skeptical,oWant,0
PersonX avoids PersonY's family.,to be alone,xEffect,0
PersonX opposes securing PersonY's release,unsocialable,oEffect,0
PersonX denies that they tell PersonY's parents,alone,xReact,0
PersonX is barely having a yard sale,to find a way to get inside,xIntent,0
PersonX never gives it to PersonX's mother,don't be comfortable with person x,oEffect,0
PersonX goes well without PersonY,not energetic,xNeed,0
PersonX opposes PersonY's weight,debate on firing person y,xWant,0
PersonX gives PersonY a disadvantage,unwanted,xEffect,0
PersonX doesn't forbid themselves from divorcing PersonX's wife,to chat with family,xReact,0
PersonX completely avoids PersonY,Not like,xAttr,0
PersonX doesn't have no kids,rude,xIntent,0
PersonX is computer illiterate and runs from computers.,Don't hide from their mother,xWant,0
PersonX hardly ever kisses PersonY tenderly,don't splurge a bit,xWant,0
PersonX doesn't stop PersonY program.,to return home,xWant,0
PersonX disproves PersonX's innocence,don't get a plan,xEffect,0
Person X  never goes to Person Y's home,not wary,xAttr,0
PersonX avoids PersonY,to spread love,xWant,0
PersonX is unable to influence PersonY's ways,to know about person y,xReact,0
PersonX gets a ride home without PersonY,don't call PersonY,oReact,0
PersonX avoids eye contact with PersonY,Likes the gift,xReact,0
PersonX never doesn't have a baby.,serious,xAttr,0
PersonX doesn't stop redoing PersonY's kitchen,to not inflate PersonY's ego,xWant,0
PersonX never gives it to PersonX's mother,To haven't received service from person y,oReact,0
PersonX under no circumstances tries to talk to PersonY,to set up cribs,xAttr,0
PersonX disapproves releasing PersonY,to not inflate PersonY's ego,xWant,0
PersonX doesn't remain unquiet,yawns,xWant,0
PersonX stops before PersonY's room,To not don't see their mom,xIntent,0
PersonX stops redoing PersonY's kitchen,cowardly,oWant,0
PersonX refuses to drive down the street,to leave the funeral,xEffect,0
PersonX by no means goes fishing with PersonY's father,to make new friends,xIntent,0
PersonX is ungrateful to everyone,be person y boss,oEffect,0
PersonX stops coming after PersonY,to be serious,oReact,0
PersonX hires no one,hope that Y really did not see them,xWant,0
PersonX doesn't resist establishing PersonY relationship,to have known person y,xEffect,0
PersonX doesn't restrain themselves from buying PersonY ice cream,unaccomodating,xReact,0
PersonX is avoiding PersonY.,Don't talk to other people,xReact,0
PersonX no longer doesn't train,stop being friends with person,xWant,0
PersonX doesn't make PersonX's mom unhappy,to give cookies to others,oWant,0
PersonX doesn't stop PersonY from studying,unkind,xWant,0
PersonX doesn't stop redoing PersonY's kitchen,angry,xWant,0
PersonX barely doesn't meet PersonY's mom,wishful,xWant,0
PersonX refuses to go there,Friends who aren't loyal,xWant,0
PersonX doesn't avoid socializing with PersonY's girlfriend,gets placed on leave,xWant,0
PersonX never gambles.,skeptical,xWant,0
PersonX dislikes PersonY the most.,PersonY is embarrassed by PersonX,xReact,0
PersonX doesn't deny wrongdoing to PersonX's boss.,gets avoided,xNeed,0
PersonX doesn't have no children and works all day,buys healthful foods,xNeed,0
PersonX is on no condition invited to a party,don't be good,xReact,0
PersonX doesn't make no attempt to find the problem,convince others,xIntent,0
PersonX doesn't dishonor PersonY,pleased,oReact,0
PersonX dislikes PersonY's friend.,not rude,xWant,0
PersonX doesn't avoid PersonX's friends,to smoke some cannabis,xWant,0
PersonX not by any means goes to PersonY's car,don't be alone,xReact,0
PersonX doesn't make no noise,has a talking to,xIntent,0
PersonX never makes fun of PersonY,to play another game,xReact,0
PersonX doesn't avoid PersonY,sad,xReact,0
PersonX denies that they tell PersonY's parents,not unsatisfied,oEffect,0
PersonX doesn't avoid talking to PersonY.,to stay away from danger,xAttr,0
PersonX wants to avoid time with PersonY.,It isn't difficult,oReact,0
PersonX hardly ever meets a beautiful woman,person y must have hurt person x,xReact,0
PersonX disregards PersonY's course,Soothing,xReact,0
PersonX doesn't avoid seeing PersonY's family.,went outside,oReact,0
PersonX prevents themselves from swerving off the road,unwanted,xAttr,0
PersonX doesn't forbid themselves from leaving PersonY in the lurch,thinks about playing with someone else,xAttr,0
PersonX avoids a fight with PersonY,don't be safe,xIntent,0
PersonX doesn't avoid PersonX's friends,sad,xAttr,0
PersonX hardly looks for PersonY,not Irritate,xEffect,0
PersonX disestablishes PersonY organization,to eat them,xNeed,0
PersonX by no means doesn't go fishing with PersonY's father,thinks about just walking away,xNeed,0
PersonX under no circumstances tries to talk to PersonY,not frowns,xAttr,0
PersonX halts recruiting PersonY,is safe,oEffect,0
PersonX disagrees to PersonY agreement,Don't avoid PersonX,xEffect,0
Personx didn't disband persony's group,to be helpful,oEffect,0
PersonX opposes taking PersonY to the store,uncommitted,xAttr,0
PersonX rarely hands it to PersonY,stays on their own,oEffect,0
PersonX is barely proud of PersonY's work,to do something,xReact,0
PersonX doesn't oppose PersonY,excited to have their daughter home from college,xNeed,0
PersonX has trouble with throwing PersonY out,not impotent,xEffect,0
PersonX has problem with asking PersonX's crush,don't make a nice updo,xAttr,0
PersonX stops turning in homework,to be alone,xWant,0
PersonX never met PersonY,not unsociable,oEffect,0
PersonX avoids PersonY's lips.,not uninterested,xReact,0
PersonX seldomly invites PersonY to PersonX's house,Like they count,xReact,0
PersonX doesn't refuse to drive down the street,annoyed,xReact,0
PersonX doesn't deny PersonY an explanation,submissive,xEffect,0
PersonX avoids buying a cake,capable,xIntent,0
PersonX forbids themselves from divorcing PersonX's wife,don't fail persony,xEffect,0
PersonX undresses PersonX,to get a plan,xReact,0
PersonX not at all doesn't tell PersonY's story,to leave them alone,xReact,0
PersonX on no condition decorates for christmas,leave the farm,xAttr,0
PersonX avoids PersonX's son.,not Withdraw,xEffect,0
PersonX doesn't avoid killing PersonY animal,to lead a good life,xNeed,0
PersonX avoids PersonY's parents.,guilty,xAttr,0
PersonX avoids finding a date,avoid a confrontation,xWant,0
PersonX never wants to see PersonY again.,not irresponsible,xAttr,0
PersonX dislikes PersonX's grandparents,Doesn't think about new friends,xIntent,0
PersonX makes PersonX's mom unhappy,not hateful,xWant,0
PersonX disobeys PersonY's commands,not Dislike,xIntent,0
PersonX intentionally avoids and ignores PersonY,Don't go take a shower,oWant,0
Person X doesn't detest and avoids person Y,distant,xEffect,0
PersonX is under no circumstances able to go,don't avoid the big crowd,xWant,0
PersonX doesn't give nothing to PersonY,to eat them,oWant,0
Person X doesn't avoid Person Y's friends.,stick to their diet,xAttr,0
PersonX resists running toward PersonY,debate on firing person y,xNeed,0
PersonX doesn't deny PersonY service.,is sent home without pay,oWant,0
PersonX avoids PersonY's parents.,Willing to don't say no,xIntent,0
PersonX doesn't refuse to answer PersonY's inquiry.,can reshape him by advise,xNeed,0
PersonX doesn't disinvest PersonX's money,to avoid an accident,xEffect,0
PersonX isn't barely having a yard sale,to find a way to get inside,xIntent,0
PersonX is under no circumstances a really nice guy,mean,xAttr,0
PersonX doesn't give PersonY no tips,noone knows the truth,oEffect,0
PersonX doesn't stop looking for PersonY,to get into a fight with their wife,xWant,0
PersonX doesn't give PersonY nothing,bossy,xReact,0
PersonX stopped PersonY's course.,Doesn't want to keep to themselves,xEffect,0
PersonX stops training PersonY's dog,not unafraid,xWant,0
PersonX avoids touching PersonY,impolite,xWant,0
PersonX avoids PersonY,not Satisfy,oReact,0
PersonX doesn't deny PersonY access.,ignore her,xAttr,0
PersonX doesn't unload all PersonY's things.,Requested for a divorce,oReact,0
PersonX helps few people,be disinterested,xWant,0
PersonX seldomly feels PersonY's pulse,hopeless,xWant,0
PersonX doesn't halt making decisions for PersonY,think about what to say about avoidance,xWant,0
PersonX doesn't avoid eye contact with PersonY,doesn't like the gift,xReact,0
PersonX seldomly takes PersonY's husband,not fearful,xIntent,0
PersonX denies PersonY service.,not careless,oEffect,0
PersonX refuses to speak of PersonY,Not to be involve with the farm,xWant,0
PersonX doesn't refuse to speak of PersonY,hurt,xEffect,0
PersonX no longer trains,do something else,xNeed,0
PersonX hardly ever doesn't get a job,get declared dead,xReact,0
PersonX doesn't disquiet PersonY's mind,sad,xNeed,0
PersonX gives PersonY no tips,to tell the crush off,xNeed,0
